Simp-Uni	Simp-C	S-attest	Trad
\u9E47	鹇	2	鷳鷴
\u9E48	鹈	2	鵜
\u9E49	鹉	14	鵡
\u9E4A	鹊	4	鵲
\u9E4B	鹋	2	鶓
\u9E4C	鹌	2	鵪
\u9E4D	鹍	5	鵾
\u9E4E	鹎	2	鵯
\u9E4F	鹏	13	鵬
\u9E51	鹑	3	鶉
\u9E52	鹒	2	鶊
\u9E53	鹓	1	鵷
\u9E54	鹔	2	鷫
\u9E55	鹕	2	鶘
\u9E56	鹖	1	鶡
\u9E57	鹗	2	鶚
\u9E58	鹘	2	鶻
\u9E59	鹙	2	鶖
\u9E5A	鹚	3	鶿鷀
\u9E5C	鹜	8	鶩
\u9E5D	鹝	1	鷊
\u9E5E	鹞	3	鷂
\u9E5F	鹟	1	鶲
\u9E60	鹠	2	鶹
\u9E61	鹡	2	鶺
\u9E62	鹢	1	鷁
\u9E63	鹣	5	鶼
\u9E64	鹤	45	鶴
\u9E65	鹥	1	鷖
\u9E66	鹦	14	鸚
\u9E67	鹧	2	鷓
\u9E69	鹩	3	鷯
\u9E6A	鹪	2	鷦
\u9E6B	鹫	8	鷲
\u9E6C	鹬	6	鷸
\u9E6D	鹭	9	鷺
\u9E6E	鹮	2	䴉
\u9E6F	鹯	1	鸇
\u9E70	鹰	34	鷹
\u9E72	鹲	1	鸏
\u9E73	鹳	1	鸛
\u9E74	鹴	2	鸘
\u9E7E	鹾	1	鹺
\u9E9F	麟	18	驎麐
\u9EA6	麦	101	麥
\u9EB8	麸	6	䴸麩
\u9EBB	麻	159	蔴
\u9EBD	麽	7	麼
\u9EC4	黄	308	黃
\u9EC9	黉	1	黌
\u9EE1	黡	1	黶
\u9EE9	黩	4	黷
\u9EEA	黪	1	黲
\u9EFE	黾	1	黽
\u9F0B	鼋	2	黿
\u9F0D	鼍	2	鼉
\u9F13	鼓	94	皷
\u9F39	鼹	4	鼴
\u9F50	齐	114	齊
\u9F51	齑	2	齏
\u9F7F	齿	104	齒
\u9F80	龀	1	齔
\u9F81	龁	1	齕
\u9F82	龂	1	齗
\u9F83	龃	2	齟
\u9F84	龄	33	齡
\u9F85	龅	2	齙
\u9F86	龆	1	齠
\u9F87	龇	2	齜
\u9F88	龈	19	齦
\u9F89	龉	2	齬
\u9F8A	龊	4	齪
\u9F8B	龋	8	齲
\u9F8C	龌	6	齷
\u9F99	龙	349	龍
\u9F9A	龚	3	龔
\u9F9B	龛	6	龕
\u9F9F	龟	37	龜
